Name,Card Type,Card Sub-Type,Attribute,Monster Type,Class,Level,ATK,DEF,Card Text,Select Your Deck Here,Highest Playability
Big-Tusked Mammoth,Monster,Effect,Earth,Beast,,5,2000,1000,"Monsters on your opponent's side of the field cannot attack during the same turn that they are Normal Summoned, Flip Summoned, or Special Summoned.",Select a deck above,Junk
Bio-Mage,Monster,Normal,Light,Fairy,,3,1150,1000,A mysterious priest created as a result of the latest advances in biotechnology.,Select a deck above,Junk
Birdface,Monster,Effect,Wind,Winged Beast,,4,1600,1600,"When this card is sent to the Graveyard as a result of battle, you can add 1 ""Harpie Lady"" from your Deck to your hand. Then shuffle your Deck.""",Select a deck above,Junk
Bite Shoes,Monster,Effect,Dark,Fiend,Flip,2,500,300,FLIP: Change the Attack or Defense Position of 1 face-up monster on the field. The card must remain face-up.,Select a deck above,Junk
Black Dragon's Chick,Monster,Effect,Dark,Dragon,,1,800,500,"You can send this face-up card to the Graveyard; Special Summon 1 ""Red-Eyes B. Dragon"" from your hand.",Select a deck above,Junk
Black Illusion Ritual,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Relinquished"". You must also Tribute monsters from the field or your hand whose total Levels equal 1 or more.",Select a deck above,Junk
Black Luster Ritual,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Black Luster Soldier"". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more.",Select a deck above,Junk
Black Luster Soldier,Monster,Ritual,Earth,Warrior,Normal,8,3000,2500,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Black Luster Ritual"".",Select a deck above,Junk
Black Luster Soldier - Envoy of the Beginning,Monster,Effect,Light,Warrior,,8,3000,2500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn, you can activate 1 of these effects.
Target 1 monster on the field: banish that target face-up. This card cannot attack the turn you activate this effect.
During the Damage Step, if this attacking card destroys an opponent's monster by battle: It can make a second attack in a row.",Select a deck above,Staple
Black Pendant,Spell,Equip,,,,,,,"The equipped monster gains 500 ATK. When this card is sent from the field to the Graveyard, inflict 500 damage to your opponent.",Select a deck above,Junk
Black Tyranno,Monster,Effect,Earth,Dinosaur,,7,2600,1800,"If you opponent Controls no cards except Defense Position Monster Cards, this card can attack your opponent directly.",Select a deck above,Junk
Blackland Fire Dragon,Monster,Normal,Dark,Dragon,,4,1500,800,"A dragon that dwells in the depths of darkness, its vulnerability lies in its poor eyesight.",Select a deck above,Junk
Blade Knight,Monster,Effect,Light,Warrior,,4,1600,1000,"While you have 1 or fewer cards in your hand, this card gains 400 ATK. If this is the only monster you control, negate the effects of Flip Effect Monsters it destroys by battle.",Select a deck above,Optional
Blade Rabbit,Monster,Effect,Earth,Beast,,2,400,300,"When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field.",Select a deck above,Junk
Bladefly,Monster,Effect,Wind,Insect,,2,600,700,"As long as this card remains face-up on the Field, increase the ATK of all Wind monsters by 500 points and decreases the ATK of all Earth monsters by 400 points.",Select a deck above,Junk
Blast Held by a Tribute,Trap,Normal,,,,,,,You can only activate this card when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned or Set. Destroy all face-up Attack Position monsters on your opponent's side of the field and inflict 1000 points of damage to your opponent's Life Points.,Select a deck above,Junk
Blast Juggler,Monster,Effect,Fire,Machine,,3,800,900,You can only activate this effect during your Standby Phase. Offer this face-up card as a Tribute to select and destroy 2 face-up monsters with an ATK 1000 or less.,Select a deck above,Junk
Blast Magician,Monster,Effect,Fire,Spellcaster,,4,1400,1700,"Each time a Spell Card is activated, place 1 Spell Counter on this card. You can remove any number of Spell Counters from this card to destroy 1 face-up monster on the field with ATK equal to or less than 700 x the number of counters you removed.",Select a deck above,Junk
Blast with Chain,Trap,Normal,,,,,,,Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.,Select a deck above,Optional
Blasting the Ruins,Trap,Normal,,,,,,,You can only activate this card if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponent's Life Points.,Select a deck above,Junk
Blazing Inpachi,Monster,Normal,Fire,Pyro,,4,1850,0,"A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.",Select a deck above,Junk
Blessings of the Nile,Spell,Continuous,,,,,,,"Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, increase your Life Points by 1000 points.",Select a deck above,Junk
Blind Destruction,Trap,Continuous,,,,,,,"During your Standby Phase, roll 1 six-sided die once. Destroy any monsters whose Level is equal to the number rolled. (If the number is 6"", destroy all face-up Level 6 or higher monsters on the field.)""",Select a deck above,Junk
Blindly Loyal Goblin,Monster,Effect,Earth,Warrior,,4,1800,1500,"As long as this card remains face-up on the field, control of this card cannot switch.",Select a deck above,Junk
Block Attack,Spell,Normal,,,,,,,Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.,Select a deck above,Junk
Blowback Dragon,Monster,Effect,Dark,Machine,,6,2300,1200,"Once per turn, you can toss a coin 3 times. If at least 2 of the results are Heads, destroy 1 card your opponent controls.",Select a deck above,Optional
Blue Medicine,Spell,Normal,,,,,,,Increase your Life Points by 400 points.,Select a deck above,Junk
Blue-Eyes Shining Dragon,Monster,Effect,Light,Dragon,,10,3000,2500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Blue-Eyes Ultimate Dragon"" you control. This card gains 300 ATK for each Dragon-Type monster in your Graveyard. You can negate the effects of Spells, Traps, and Effect Monsters that target this card.",Select a deck above,Junk
Blue-Eyes Toon Dragon,Monster,Effect,Light,Dragon,Toon,8,3000,2500,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned while you control ""Toon World"". You can Special Summon this card from your hand (but Tributes are required if it is Level 5 or higher). This card cannot attack during the turn it is Summoned. This card cannot attack unless you pay 500 Life Points. When ""Toon World"" is destroyed, destroy this card. If your opponent doesn't control a Toon Monster, this card can attack your opponent directly. If your opponent controls a face-up Toon Monster, you must select it as an attack target.",Select a deck above,Junk
Blue-Eyes White Dragon,Monster,Normal,Light,Dragon,,8,3000,2500,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.",Select a deck above,Junk
Blue-Winged Crown,Monster,Normal,Wind,Winged Beast,,4,1600,1200,"With hair shaped like a crown and a body incased in bluish white flames, this bird is a formidable sight.",Select a deck above,Junk
Boar Soldier,Monster,Effect,Earth,Beast-Warrior,,4,2000,500,"If this card is Normal Summoned, destroy this card. If your opponent controls 1 or more monsters, decrease the ATK of this card by 1000 points.",Select a deck above,Junk
Bokoichi the Freightening Car,Monster,Normal,Dark,Machine,,2,500,500,"A freight car that is exclusively for Dekoichi. It can transport anything, but most cargo arrives broken.",Select a deck above,Junk
Bombardment Beetle,Monster,Effect,Wind,Insect,Flip,2,400,900,"FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field. If it is an Effect Monster, destroy it (its Flip Effect is not activated), and if the card is not, return it to its original position.",Select a deck above,Junk
Boneheimer,Monster,Normal,Water,Aqua,,3,850,400,"This monster wanders the seas, sucking dry any creatures it may encounter.",Select a deck above,Junk
Book of Life,Spell,Normal,,,,,,,"Target 1 Zombie-Type monster in your Graveyard and 1 monster in your opponent's Graveyard; Special Summon the first target, also banish the second target.",Select a deck above,Junk
Book of Moon,Spell,Quick-Play,,,,,,,Target 1 face-up monster on the field; change that target to face-down Defense Position.,Select a deck above,Staple
Book of Secret Arts,Spell,Equip,,,,,,,A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.,Select a deck above,Junk
Book of Taiyou,Spell,Normal,,,,,,,Flip 1 face-down monster on the field into face-up Attack Position.,Select a deck above,Staple
Bottom Dweller,Monster,Normal,Water,Fish,,5,1650,1700,This is one sea creature whose wrath is something monsters fear to face.,Select a deck above,Junk
Bottomless Shifting Sand,Trap,Continuous,,,,,,,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.",Select a deck above,Junk
Bottomless Trap Hole,Trap,Normal,,,,,,,"When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it instead of sending it to the Graveyard.",Select a deck above,Optional
Bowganian,Monster,Effect,Dark,Machine,,3,1300,1000,"During each of your Standby Phases, inflict 600 damage to your opponent.",Select a deck above,Junk
Brain Control,Spell,Normal,,,,,,,Pay 800 Life Points. Select 1 face-up monster your opponent controls. Take control of it until the End Phase.,Select a deck above,Optional
Brain Jacker,Monster,Effect,Dark,Fiend,Flip,2,200,900,FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Card. Take control of the monster that is equipped with this card. Increase your opponent's Life Points by 500 points during each of his/her Standby Phases.,Select a deck above,Junk
Breaker the Magical Warrior,Monster,Effect,Dark,Spellcaster,,4,1600,1000,When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.,Select a deck above,Staple
Bubble Crash,Trap,Normal,,,,,,,This card can only be activated when any player has more than 6 cards on the field and/or in their hand. The player(s) must then select and send cards to their respective Graveyards until the amount remaining on the field and their hand is 5.,Select a deck above,Junk
Bubonic Vermin,Monster,Effect,Earth,Beast,Flip,3,900,600,"FLIP: You can take 1 Bubonic Vermin"" card from your Deck and Special Summon it on the field in face-down Defense Position. The Deck is then shuffled.""",Select a deck above,Junk
Burglar,Monster,Normal,Earth,Beast,,3,850,800,A sly rat. He will come at you with his huge left claw.,Select a deck above,Junk
Burning Algae,Monster,Effect,Fire,Pyro,,3,500,1500,"When this card is sent to the Graveyard, increase your opponent's Life Points by 1000 points.",Select a deck above,Junk
Burning Beast,Monster,Effect,Fire,Pyro,Union,4,1500,1000,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your Freezing Beast"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster inflicts Battle Damage to your opponent, destroy 1 face-up Spell or Trap Card on the field. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)""",Select a deck above,Junk
